item_sku_id,dc_id,date,quantity,vendibility,original_price,discount
8,1,2016-02-16,0.0,0.0,,
8,1,2016-03-21,0.0,0.0,,
8,1,2016-09-07,0.0,0.0,,
8,1,2017-08-11,1.0,1.0,0.00128766095762,10.0
8,1,2017-09-16,3.0,1.0,0.00128766095762,10.0
18,3,2016-10-27,2.0,1.0,0.0273784223028,9.54337899543
18,3,2017-12-27,0.0,1.0,,
18,2,2016-09-01,1.0,0.0,0.0261282660333,9.52153110048
18,2,2017-07-29,4.0,1.0,0.0273784223028,10.0
18,1,2016-12-23,2.0,1.0,0.0273784223028,9.54337899543
18,1,2017-07-10,4.0,1.0,0.0273784223028,10.0
18,4,2017-08-28,2.0,1.0,0.0273784223028,10.0
18,0,2017-01-04,0.0,0.0,,
18,0,2017-08-23,4.0,1.0,0.0273784223028,8.21917808219
18,0,2017-12-23,1.0,1.0,0.0273784223028,10.0
24,2,2017-05-23,0.0,1.0,,
24,2,2017-12-16,1.0,1.0,0.0137392174022,5.36851683348
24,5,2017-10-04,1.0,1.0,0.0137392174022,5.45040946315
24,4,2017-05-24,0.0,1.0,,
24,4,2017-10-18,0.0,0.0,,
24,1,2017-05-28,0.0,1.0,,
24,0,2017-07-10,9.0,1.0,0.0137392174022,8.18016378526
24,0,2017-09-27,23.0,1.0,0.0137392174022,5.00454959054
33,2,2017-10-07,1.0,1.0,0.0373796724591,7.32441471572
33,3,2017-07-26,0.0,1.0,,
33,1,2017-01-16,2.0,1.0,0.0361295161895,9.16955017301
33,4,2017-10-17,0.0,1.0,,
33,0,2017-01-11,6.0,1.0,0.0361295161895,8.61591695502
33,0,2017-01-25,0.0,1.0,,
14,2,2017-09-16,0.0,1.0,,
14,1,2017-09-27,0.0,0.0,,
9,1,2017-01-02,8.0,1.0,0.00173771721465,5.14388489209
9,3,2016-10-21,0.0,1.0,,
9,3,2017-08-10,0.0,1.0,,
9,0,2017-02-23,4.0,1.0,0.00173771721465,10.0
9,0,2017-03-24,4.0,1.0,0.00173771721465,10.0
9,0,2017-09-27,2.0,1.0,0.00173771721465,5.84172661871
9,2,2017-10-28,0.0,1.0,,
9,4,2017-01-22,0.0,0.0,,
9,4,2017-03-19,0.0,1.0,,
9,4,2017-07-11,0.0,1.0,,
9,5,2017-05-06,0.0,1.0,,
40,3,2017-05-28,0.0,0.0,,
40,5,2017-12-11,0.0,1.0,,
40,1,2017-08-18,1.0,1.0,0.016127015877,7.67441860465
3,5,2017-08-11,1.0,1.0,0.00185023127891,4.66216216216
3,5,2017-10-09,0.0,1.0,,
3,0,2017-10-31,1.0,1.0,0.00185023127891,5.67567567568
3,1,2017-10-20,2.0,1.0,0.00185023127891,7.7027027027
39,1,2017-04-09,27.0,1.0,0.0211276409551,8.81656804734
39,1,2017-07-10,42.0,1.0,0.0186273284161,9.68993288591
39,1,2017-09-11,31.0,1.0,0.0195061882735,9.70903031468
39,4,2016-09-30,19.0,0.0,0.0211276409551,8.81656804734
39,4,2016-10-24,14.0,1.0,0.0211276409551,8.81656804734
39,0,2016-07-06,25.0,1.0,0.0198774846856,9.97169811321
39,0,2016-08-08,37.0,1.0,0.0198774846856,10.0
39,0,2016-08-24,30.0,1.0,0.0211276409551,10.0
39,2,2016-08-24,6.0,1.0,0.0211276409551,10.0
39,2,2016-08-29,13.0,1.0,0.0211276409551,9.24911242604
39,3,2017-07-14,35.0,1.0,0.0186273284161,9.73154362416
39,3,2017-12-13,6.0,1.0,0.0198774846856,9.37106918239
36,3,2016-04-03,0.0,1.0,,
36,3,2016-10-19,0.0,1.0,,
36,0,2017-01-11,22.0,1.0,0.237404675584,4.10073723012
36,0,2017-12-11,6.0,1.0,0.237404675584,3.62295945234
36,5,2017-07-17,0.0,1.0,,
36,5,2017-09-11,0.0,1.0,,
36,4,2017-05-10,0.0,1.0,,
36,4,2017-08-07,0.0,1.0,,
36,2,2017-02-04,0.0,0.0,,
25,0,2017-05-29,0.0,1.0,,
25,0,2017-08-11,1.0,1.0,0.00600075009376,10.0
25,2,2017-05-07,0.0,0.0,,
25,5,2017-08-08,0.0,1.0,,
25,5,2017-09-09,0.0,0.0,,
25,5,2017-10-08,2.0,1.0,0.00600075009376,8.4375
25,3,2017-12-30,1.0,1.0,0.00600075009376,8.52083333333
28,0,2017-09-03,1.0,1.0,0.0112389048631,6.66295884316
28,0,2017-09-24,2.0,0.0,0.0112389048631,5.55061179088
28,1,2016-02-23,7.0,1.0,0.0112389048631,4.4382647386
28,1,2017-03-07,1.0,1.0,0.0112389048631,6.66295884316
28,3,2016-05-12,1.0,1.0,0.0112389048631,4.4382647386
28,3,2016-07-01,1.0,1.0,0.0112389048631,4.4382647386
28,3,2016-08-29,3.0,1.0,0.0112389048631,3.99332591769
28,3,2017-04-04,0.0,1.0,,
28,3,2017-08-05,0.0,1.0,,
28,3,2017-12-28,2.0,0.0,0.0112389048631,4.99443826474
28,4,2016-10-05,0.0,1.0,,
28,4,2017-07-25,0.0,1.0,,
7,2,2016-04-11,16.0,0.0,0.00248781097637,9.06030150754
7,2,2016-10-22,63.0,1.0,0.00492561570196,6.52791878173
7,1,2016-10-21,87.0,1.0,0.00496562070259,6.48288016113
7,1,2017-01-30,9.0,1.0,0.00498812351544,6.46365914787
7,1,2017-04-16,73.0,1.0,0.00498812351544,6.48370927318
7,0,2017-10-25,207.0,1.0,0.00494936867108,6.06213690326
7,4,2017-01-30,26.0,1.0,0.00498812351544,6.45363408521
7,4,2017-03-24,47.0,1.0,0.00498812351544,6.49122807018
7,4,2017-04-01,54.0,1.0,0.00498812351544,6.49122807018
7,3,2016-07-04,0.0,0.0,,
30,3,2017-09-12,0.0,1.0,,
27,3,2017-01-12,0.0,1.0,,
27,3,2017-07-19,0.0,1.0,,
27,4,2017-03-24,0.0,1.0,,
27,4,2017-05-07,0.0,1.0,,
27,4,2017-07-05,1.0,1.0,0.013501687711,10.0
27,0,2016-07-31,0.0,1.0,,
27,0,2016-08-12,0.0,1.0,,
27,0,2017-01-20,0.0,1.0,,
27,0,2017-07-30,0.0,1.0,,
27,1,2016-03-02,0.0,1.0,,
27,2,2016-03-30,12.0,1.0,0.0120015001875,9.31458333333
27,2,2016-07-27,10.0,1.0,0.0120015001875,9.16666666667
38,1,2016-02-27,0.0,1.0,,
38,1,2016-10-04,0.0,1.0,,
38,1,2016-10-28,0.0,1.0,,
38,1,2016-12-11,0.0,0.0,,
38,4,2016-12-21,0.0,0.0,,
38,4,2017-08-16,0.0,0.0,,
38,2,2016-07-07,0.0,1.0,,
38,2,2016-08-12,0.0,1.0,,
38,2,2016-12-05,0.0,0.0,,
38,2,2016-12-13,0.0,0.0,,
38,0,2016-05-06,0.0,1.0,,
38,0,2017-12-05,0.0,1.0,,
38,3,2016-05-09,0.0,0.0,,
38,3,2016-12-31,0.0,0.0,,
20,0,2017-10-02,2.0,1.0,0.000250031253907,10.0
20,0,2017-12-04,34.0,1.0,0.000250031253907,5.0
20,2,2017-08-03,0.0,1.0,,
20,2,2017-10-19,10.0,1.0,0.000250031253907,5.0
20,4,2017-10-20,43.0,1.0,0.000250031253907,5.0
20,4,2017-12-26,23.0,1.0,0.000250031253907,5.0
10,1,2017-02-21,16.0,1.0,0.00987623452932,5.03417721519
10,1,2017-07-16,0.0,1.0,,
10,4,2017-09-05,0.0,1.0,,
10,4,2017-09-21,0.0,1.0,,
10,5,2017-08-21,0.0,1.0,,
10,2,2017-05-25,10.0,0.0,0.00987623452932,4.93670886076
10,2,2017-10-14,1.0,1.0,0.00987623452932,4.93670886076
10,0,2017-02-14,12.0,1.0,,
10,0,2017-04-13,1.0,1.0,0.00987623452932,10.0
32,2,2016-05-15,0.0,1.0,,
32,2,2016-10-24,1.0,1.0,0.00236279534942,7.3544973545
32,2,2017-04-18,1.0,1.0,0.00236279534942,10.0
32,2,2017-07-20,1.0,0.0,0.00236279534942,9.2962962963
32,2,2017-10-08,0.0,1.0,,
32,2,2017-12-26,1.0,1.0,0.00236279534942,10.0
32,1,2016-07-09,0.0,1.0,,
32,1,2016-09-11,2.0,1.0,0.00236279534942,8.90476190476
32,1,2017-07-12,0.0,1.0,,
32,1,2017-09-29,0.0,1.0,,
32,3,2016-01-05,0.0,1.0,,
32,3,2016-01-16,1.0,1.0,0.00236279534942,5.2380952381
32,3,2016-03-15,0.0,1.0,,
32,3,2016-09-10,0.0,1.0,,
32,3,2017-01-04,0.0,1.0,,
32,3,2017-03-21,3.0,1.0,0.00236279534942,10.0
32,3,2017-08-03,0.0,1.0,,
32,3,2017-08-29,0.0,1.0,,
32,3,2017-10-02,0.0,1.0,,
32,0,2016-05-25,0.0,1.0,,
32,0,2016-09-08,1.0,1.0,0.00236279534942,7.8835978836
32,5,2017-08-15,0.0,1.0,,
32,5,2017-09-01,0.0,1.0,,
32,5,2017-09-02,0.0,1.0,,
32,5,2017-10-06,0.0,1.0,,
11,4,2017-07-18,0.0,1.0,,
11,4,2017-12-10,0.0,1.0,,
11,3,2017-07-13,0.0,1.0,,
11,3,2017-09-21,0.0,1.0,,
29,3,2017-10-02,2.0,0.0,0.00123765470684,4.94949494949
29,2,2017-10-12,0.0,0.0,,
29,0,2017-03-02,0.0,0.0,,
29,4,2017-10-23,0.0,0.0,,
29,1,2017-08-18,1.0,1.0,0.00123765470684,4.9797979798
21,5,2017-08-14,1.0,1.0,0.00373796724591,10.0
21,4,2017-04-29,0.0,1.0,,
21,4,2017-10-07,1.0,1.0,0.00373796724591,10.0
21,3,2016-07-30,1.0,1.0,0.00373796724591,10.0
21,3,2016-12-28,1.0,1.0,0.00373796724591,10.0
21,3,2017-08-17,0.0,1.0,,
21,3,2017-12-17,0.0,1.0,,
21,2,2016-02-02,1.0,0.0,0.00373796724591,10.0
21,2,2016-08-07,1.0,1.0,0.00373796724591,10.0
21,2,2016-10-03,4.0,1.0,0.00373796724591,8.09364548495
21,2,2016-10-05,3.0,1.0,0.00373796724591,8.5618729097
21,2,2017-04-12,4.0,1.0,0.00373796724591,8.17725752508
21,0,2016-07-15,6.0,1.0,0.00373796724591,9.88963210702
21,0,2016-07-29,0.0,1.0,,
21,0,2016-07-31,2.0,1.0,0.00373796724591,10.0
21,0,2016-12-09,7.0,1.0,0.00373796724591,10.0
21,0,2017-05-02,6.0,1.0,0.00373796724591,10.0
21,0,2017-10-28,6.0,1.0,0.00373796724591,8.17725752508
21,0,2017-12-22,5.0,1.0,0.00373796724591,8.34113712375
21,1,2016-05-27,1.0,1.0,,
21,1,2016-10-26,4.0,1.0,0.00373796724591,8.17725752508
21,1,2017-02-01,3.0,1.0,0.00373796724591,8.78595317726
21,1,2017-03-11,3.0,1.0,0.00373796724591,7.56856187291
21,1,2017-10-05,2.0,1.0,0.00373796724591,10.0
23,1,2016-09-04,0.0,0.0,,
23,1,2017-08-16,0.0,1.0,,
23,0,2017-05-29,2.0,1.0,0.0108763595449,10.0
23,0,2017-09-24,5.0,1.0,0.0108763595449,10.0
23,2,2016-02-19,0.0,1.0,,
23,2,2016-05-01,0.0,1.0,,
23,2,2017-12-13,2.0,1.0,0.0108763595449,9.08045977011
23,5,2017-05-28,0.0,1.0,,
23,5,2017-07-29,0.0,1.0,,
23,5,2017-08-29,0.0,1.0,,
23,3,2016-08-20,0.0,1.0,,
5,2,2017-10-22,0.0,0.0,,
5,5,2017-09-27,0.0,0.0,,
5,3,2017-12-06,2.0,0.0,0.124890611326,8.3983983984
26,3,2016-07-28,3.0,1.0,0.03487935992,9.64157706093
26,3,2016-08-02,4.0,1.0,0.03487935992,9.28315412186
26,3,2016-12-25,1.0,1.0,0.0498812351544,10.0
26,3,2017-10-04,2.0,1.0,0.0573821727716,10.0
26,1,2016-05-06,10.0,1.0,0.0373796724591,7.61204013378
26,1,2017-08-02,2.0,1.0,0.0550531316415,10.0
26,5,2017-09-22,0.0,1.0,,
26,4,2017-10-15,0.0,0.0,,
26,0,2016-01-08,10.0,1.0,0.0361295161895,9.03114186851
26,0,2016-09-24,8.0,1.0,0.0361295161895,9.9785467128
26,2,2016-05-31,7.0,1.0,0.0373796724591,7.32441471572
26,2,2016-12-24,0.0,1.0,,
26,2,2017-08-01,2.0,1.0,0.0548818602325,10.0
37,0,2017-01-05,144.0,1.0,0.00182522815352,7.71232876712
37,0,2017-03-16,48.0,1.0,0.00170646330791,6.60805860806
37,0,2017-09-08,60.0,1.0,0.00160520065008,7.24299065421
37,0,2017-10-12,67.0,1.0,0.00167145893237,7.1129394166
37,4,2016-10-11,5.0,1.0,0.00168771096387,7.03703703704
37,4,2016-10-16,2.0,1.0,0.00168771096387,10.0
37,4,2017-07-22,30.0,1.0,0.00106513314164,8.88497652582
37,2,2016-02-17,14.0,1.0,0.00123765470684,10.0
37,2,2016-03-08,6.0,1.0,0.00123765470684,9.82828282828
37,2,2016-05-05,16.0,1.0,0.00149143642955,8.63369656329
37,2,2016-07-17,16.0,1.0,0.00168771096387,6.2962962963
37,2,2017-02-26,5.0,1.0,0.00170771346418,10.0
37,2,2017-07-10,17.0,1.0,0.00178272284036,6.2412342216
37,2,2017-08-09,17.0,1.0,0.00182522815352,6.09589041096
37,1,2016-07-28,16.0,1.0,0.00168771096387,6.54814814815
37,1,2016-10-27,18.0,1.0,0.00168771096387,6.59259259259
34,5,2017-07-09,0.0,0.0,,
34,5,2017-09-25,0.0,0.0,,
34,0,2017-07-18,0.0,0.0,,
34,4,2017-08-15,0.0,0.0,,
34,4,2017-12-14,1.0,1.0,0.000487560945118,5.10256410256
34,4,2017-12-17,1.0,1.0,0.000487560945118,5.10256410256
35,3,2017-08-30,0.0,1.0,,
35,3,2017-12-12,7.0,1.0,0.0018752344043,10.0
35,4,2017-10-31,10.0,1.0,0.0018752344043,10.0
35,0,2017-10-01,0.0,1.0,,
35,0,2017-12-27,5.0,1.0,0.0018752344043,10.0
35,2,2017-10-06,0.0,1.0,,
35,2,2017-12-26,0.0,1.0,,
35,5,2017-05-20,0.0,1.0,,
22,4,2017-07-12,2.0,1.0,0.00350043755469,7.82142857143
22,0,2016-09-15,1.0,1.0,0.00350043755469,6.78571428571
22,0,2017-02-11,0.0,0.0,,
22,0,2017-08-24,3.0,1.0,0.00350043755469,8.17857142857
22,0,2017-09-13,4.0,1.0,0.00350043755469,8.17857142857
22,0,2017-10-11,0.0,1.0,,
22,0,2017-12-29,0.0,1.0,,
22,1,2016-12-31,2.0,1.0,0.00350043755469,6.96428571429
22,5,2017-08-11,0.0,1.0,,
22,5,2017-10-15,0.0,1.0,,
22,3,2016-01-08,0.0,1.0,,
22,3,2016-03-02,0.0,0.0,,
22,3,2016-05-31,0.0,1.0,,
22,3,2016-08-11,0.0,1.0,,
22,2,2016-05-23,2.0,1.0,0.00350043755469,8.03571428571
8,0,2016-05-26,1.0,1.0,0.00121265158145,10.0
8,0,2016-09-05,0.0,1.0,,
8,0,2016-09-22,0.0,1.0,,
8,0,2017-01-31,1.0,1.0,0.00128766095762,10.0
8,3,2017-05-15,0.0,1.0,,
8,2,2016-09-27,0.0,0.0,,
8,2,2016-10-09,0.0,0.0,,
8,2,2017-01-03,2.0,1.0,0.00121265158145,10.0
8,2,2017-04-12,6.0,1.0,0.00128766095762,10.0
8,2,2017-10-06,0.0,1.0,,
8,2,2017-10-15,3.0,1.0,0.00128766095762,10.0
8,1,2016-07-07,2.0,0.0,0.00121265158145,10.0
8,1,2017-02-18,1.0,1.0,0.00128766095762,10.0
8,1,2017-05-08,0.0,1.0,,
8,1,2017-08-03,3.0,1.0,0.00128766095762,10.0
8,1,2017-10-11,0.0,1.0,,
8,4,2017-07-01,0.0,0.0,,
8,4,2017-09-15,0.0,1.0,,
8,5,2017-05-31,0.0,1.0,,
8,5,2017-07-15,0.0,0.0,,
18,3,2017-01-01,1.0,1.0,0.0273784223028,10.0
18,3,2017-07-03,1.0,1.0,0.0273784223028,10.0
18,2,2017-02-14,0.0,0.0,,
18,1,2016-12-06,1.0,1.0,0.0273784223028,9.54337899543
18,1,2017-04-10,1.0,1.0,0.0273784223028,8.85844748858
18,1,2017-04-13,1.0,1.0,0.0273784223028,8.80547945205
18,1,2017-04-21,3.0,1.0,0.0273784223028,10.0
18,0,2016-12-02,1.0,1.0,0.0273784223028,9.54337899543
18,0,2017-03-17,8.0,1.0,0.0273784223028,9.94292237443
18,0,2017-10-25,4.0,1.0,0.0273784223028,10.0
24,2,2017-08-03,14.0,1.0,0.0137392174022,4.54049135578
24,4,2017-07-31,8.0,1.0,0.0137392174022,4.54049135578
24,1,2017-08-11,0.0,1.0,,
33,2,2017-04-22,1.0,1.0,0.0361295161895,7.57785467128
33,2,2017-07-06,5.0,1.0,0.0373796724591,7.32441471572
33,2,2017-07-18,0.0,1.0,,
33,2,2017-09-12,3.0,1.0,0.0373796724591,7.32441471572
33,1,2017-02-19,3.0,1.0,0.0361295161895,8.26989619377
33,1,2017-03-24,1.0,1.0,0.0361295161895,7.57785467128
33,1,2017-07-04,2.0,1.0,0.0373796724591,7.32441471572
33,1,2017-08-22,4.0,1.0,0.0373796724591,7.32441471572
33,4,2017-05-10,1.0,1.0,0.0361295161895,7.57785467128
33,4,2017-08-27,0.0,1.0,,
33,0,2017-01-04,3.0,1.0,0.0361295161895,8.61591695502
14,4,2017-08-27,0.0,0.0,,
14,0,2017-08-25,0.0,1.0,0.00198774846856,4.96855345912
6,2,2016-04-06,0.0,1.0,,
6,2,2016-08-23,1.0,1.0,0.0148768596075,7.47899159664
6,2,2017-08-17,0.0,1.0,,
6,2,2017-09-22,2.0,1.0,0.0148768596075,7.98319327731
6,2,2017-10-13,0.0,1.0,,
6,5,2017-09-17,1.0,1.0,0.0148768596075,8.31932773109
6,5,2017-10-03,0.0,1.0,,
6,0,2017-01-02,0.0,0.0,,
6,0,2017-04-21,2.0,1.0,0.0148768596075,9.15966386555
6,3,2016-05-19,0.0,1.0,,
6,3,2016-08-31,0.0,1.0,,
6,3,2017-04-18,0.0,1.0,,
6,3,2017-12-03,0.0,1.0,,
6,1,2017-01-02,0.0,0.0,,
2,1,2016-01-15,0.0,1.0,,
2,1,2016-04-05,1.0,1.0,0.00212526565821,10.0
2,1,2016-07-19,0.0,1.0,,
2,1,2016-09-29,1.0,1.0,0.00212526565821,8.23529411765
2,1,2017-05-12,1.0,1.0,0.00205650706338,10.0
2,1,2017-05-26,0.0,1.0,,
2,1,2017-08-09,0.0,1.0,,
2,4,2017-01-13,0.0,1.0,,
2,4,2017-03-05,0.0,1.0,,
2,4,2017-08-19,0.0,1.0,,
2,3,2016-07-13,0.0,1.0,,
2,3,2016-09-15,0.0,1.0,,
2,3,2016-10-01,0.0,1.0,,
2,3,2016-10-06,0.0,1.0,,
2,3,2017-08-30,3.0,1.0,0.00156394549319,10.0
2,5,2017-07-01,0.0,1.0,,
2,0,2016-03-25,0.0,1.0,,
2,0,2017-04-05,0.0,1.0,,
2,0,2017-04-07,0.0,1.0,,
2,2,2016-02-07,0.0,1.0,,
4,0,2017-12-13,8.0,0.0,0.00847605950744,4.11504424779
4,1,2017-08-17,10.0,0.0,0.00847605950744,4.41002949853
9,1,2016-10-27,0.0,0.0,,
9,1,2017-05-24,0.0,1.0,,
9,3,2017-05-19,0.0,1.0,,
9,3,2017-07-20,11.0,1.0,0.00173771721465,3.52517985612
9,0,2017-05-29,3.0,1.0,0.00173771721465,4.96402877698
9,4,2016-12-02,0.0,1.0,,
9,5,2017-07-10,0.0,1.0,,
40,2,2017-10-02,2.0,0.0,0.016127015877,7.67441860465
40,0,2017-02-20,0.0,0.0,,
40,0,2017-08-29,0.0,1.0,,
40,4,2017-08-29,1.0,0.0,0.016127015877,7.67441860465
40,1,2017-07-16,0.0,1.0,,
3,5,2017-10-06,0.0,1.0,,
3,2,2017-08-23,1.0,1.0,0.00185023127891,6.68918918919
3,1,2017-07-12,1.0,1.0,0.00185023127891,10.0
39,1,2017-01-09,44.0,1.0,0.0211276409551,8.78343195266
39,1,2017-01-24,40.0,1.0,0.0211276409551,8.76213017751
39,1,2017-09-21,61.0,1.0,0.0198774846856,8.14465408805
39,0,2016-12-09,58.0,1.0,0.0211276409551,8.79171597633
39,0,2017-04-10,51.0,1.0,0.0211276409551,8.84023668639
39,0,2017-08-28,37.0,1.0,0.0185810726341,10.0
39,2,2016-08-14,12.0,1.0,0.0211276409551,9.94082840237
39,2,2017-03-06,28.0,1.0,0.0211276409551,8.81656804734
39,5,2017-07-08,13.0,1.0,0.0183222902863,10.0
39,3,2017-03-17,22.0,1.0,0.0211276409551,8.81656804734
36,3,2016-03-15,0.0,1.0,,
36,3,2016-03-25,0.0,1.0,,
36,3,2016-05-31,0.0,1.0,,
36,3,2017-02-12,0.0,0.0,,
36,3,2017-02-27,0.0,1.0,,
36,3,2017-10-26,0.0,1.0,,
36,1,2017-04-12,1.0,1.0,0.237404675584,4.2074776198
36,0,2017-10-04,2.0,1.0,0.237404675584,3.52290679305
36,5,2017-05-15,0.0,1.0,,
36,5,2017-07-18,0.0,1.0,,
36,4,2016-12-25,0.0,1.0,,
36,4,2017-04-16,1.0,1.0,0.237404675584,4.2074776198
36,2,2017-03-31,0.0,1.0,,
13,0,2016-07-25,1.0,1.0,0.00225028128516,10.0
13,0,2016-08-22,2.0,1.0,0.00225028128516,8.88888888889
13,0,2016-09-15,4.0,1.0,0.00206275784473,10.0
13,2,2016-01-02,1.0,1.0,0.00225028128516,10.0
13,2,2016-05-19,1.0,1.0,0.00225028128516,10.0
13,2,2016-12-06,2.0,1.0,0.00225028128516,8.77777777778
13,1,2017-02-08,9.0,1.0,0.00225028128516,8.71666666667
13,1,2017-08-25,3.0,1.0,0.00225028128516,8.77777777778
13,5,2017-12-23,0.0,1.0,,
13,3,2016-09-18,2.0,1.0,0.00225028128516,10.0
13,3,2016-12-11,2.0,1.0,0.00225028128516,8.77777777778
13,3,2016-12-17,6.0,1.0,0.00225028128516,8.77777777778
13,3,2017-07-20,3.0,1.0,0.00225028128516,8.77777777778
13,4,2017-02-09,4.0,1.0,0.00225028128516,8.77777777778
13,4,2017-04-19,0.0,1.0,,
13,4,2017-05-28,3.0,1.0,0.00225028128516,8.77777777778
13,4,2017-08-18,9.0,0.0,0.00225028128516,8.1
13,4,2017-12-23,1.0,1.0,0.00225028128516,8.77777777778
16,4,2017-12-08,1.0,0.0,0.0173771721465,10.0
16,1,2017-12-20,2.0,1.0,0.0173771721465,9.28057553957
19,3,2017-04-17,2.0,1.0,0.0123765470684,10.0
19,3,2017-09-18,1.0,1.0,0.0123765470684,9.49494949495
19,1,2017-04-02,1.0,1.0,0.0123765470684,10.0
19,0,2017-09-05,11.0,1.0,0.0123765470684,10.0
31,2,2017-10-16,2.0,0.0,0.00486310788849,7.17223650386
31,5,2017-10-16,0.0,1.0,,
